# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-O" "-M" "-T" "12" "-a" "Papla_JGI.gtf" "-o" "Counts_ATS_wo.txt" "ATS_wo_1_alg.bam" "ATS_wo_2_alg.bam" "ATS_wo_3_alg.bam" 
Geneid	Chr	Start	End	Strand	Length	ATS_wo_1_alg.bam	ATS_wo_2_alg.bam	ATS_wo_3_alg.bam
gene_841	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2117947;2118181;2118304;2118455;2118760;2118840	2118085;2118256;2118401;2118578;2118795;2119015	-;-;-;-;-;-	649	311	420	365
gene_842	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2119028;2119409;2119653;2119849;2120066;2120225;2120325;2120463	2119332;2119535;2119802;2119988;2120156;2120282;2120414;2120689	+;+;+;+;+;+;+;+	1188	615	719	712
gene_843	scaffold_1	2120678	2121845	-	1168	253	275	295
gene_844	scaffold_1;scaffold_1;scaffold_1;scaffold_1	2121729;2122307;2122784;2123459	2122263;2122738;2123414;2124430	-;-;-;-	2570	349	314	418
gene_845	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2125531;2125638;2125783;2126051;2127827	2125552;2125721;2125998;2127743;2128032	+;+;+;+;+	2221	4871	5362	5041
gene_846	scaffold_1;scaffold_1;scaffold_1	2128344;2129119;2129739	2128961;2129694;2131290	+;+;+	2746	2441	2180	2397
gene_847	scaffold_1;scaffold_1	2131479;2131702	2131661;2133536	+;+	2018	665	737	801
gene_848	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2133537;2133807;2134315;2134713;2134869;2135504;2135717;2135888;2136017	2133752;2134261;2134664;2134825;2135457;2135670;2135840;2135966;2136683	-;-;-;-;-;-;-;-;-	2760	3134	3840	3139
gene_849	scaffold_1;scaffold_1	2138802;2139173	2139127;2139912	+;+	1066	68	62	80
gene_850	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2140070;2140504;2140660;2141163;2141354;2141514;2141820	2140457;2140614;2141117;2141306;2141478;2141769;2142354	-;-;-;-;-;-;-	2017	522	747	621
gene_851	scaffold_1;scaffold_1;scaffold_1	2142382;2142768;2142907	2142715;2142861;2143685	+;+;+	1207	760	879	662
gene_852	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2143759;2144129;2144344;2145223;2145395;2145516;2145642	2144088;2144308;2145138;2145348;2145470;2145597;2145660	-;-;-;-;-;-;-	1608	95	78	48
gene_853	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2145875;2146043;2146144;2146312;2146898	2146006;2146099;2146267;2146853;2147481	+;+;+;+;+	1439	660	803	712
gene_854	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2147467;2147881;2148040;2148402;2148510;2148716;2148882;2149072	2147831;2147986;2148351;2148466;2148672;2148826;2149022;2149315	-;-;-;-;-;-;-;-	1507	674	742	673
gene_855	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2149317;2149891;2150081;2150160;2150884;2151027;2151197;2151307;2151401	2149848;2150038;2150112;2150838;2150980;2151152;2151257;2151356;2151691	+;+;+;+;+;+;+;+;+	2016	433	422	488
gene_856	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2151623;2151907;2152115;2152347;2152565;2152723;2152801;2152932;2153114;2153378;2153576;2153743;2153889	2151861;2152070;2152301;2152518;2152676;2152750;2152887;2153061;2153323;2153517;2153690;2153837;2154017	+;+;+;+;+;+;+;+;+;+;+;+;+	1808	363	402	442
gene_857	scaffold_1;scaffold_1	2155637;2156619	2156533;2156903	-;-	1182	2633	2725	2528
gene_858	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2158219;2159007;2159479;2160013;2160177;2160263;2160473	2158958;2159416;2159954;2160127;2160218;2160425;2160489	-;-;-;-;-;-;-	1963	6141	7034	6301
gene_859	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2160643;2160930;2161016;2161289;2161784	2160883;2160947;2161239;2161658;2162893	-;-;-;-;-	1963	3758	4480	3996
gene_860	scaffold_1	2162928	2163244	+	317	0	2	4
gene_861	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2163269;2163740;2163936;2164522;2164874;2165169;2165501	2163690;2163888;2164461;2164821;2165127;2165446;2165702	+;+;+;+;+;+;+	2131	2552	2699	3030
gene_862	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2165703;2167083;2167438;2167596;2168292	2167033;2167390;2167543;2168212;2168726	-;-;-;-;-	2797	2579	2924	2885
gene_863	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2168762;2169387;2169664;2170099;2170194;2170363	2169336;2169613;2169829;2170144;2170213;2170629	-;-;-;-;-;-	1301	66201	68485	70226
gene_864	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2170927;2171234;2171517;2171701;2172058	2171176;2171471;2171655;2172022;2172286	+;+;+;+;+	1178	2938	3128	3149
gene_865	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2172303;2172772;2172862;2173006;2173106	2172703;2172823;2172964;2173062;2174056	+;+;+;+;+	1564	564	697	712
gene_866	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2174694;2175131;2175261;2175380;2175493;2175698;2176246;2176415;2176516;2176755;2176856;2177245;2177499	2175085;2175210;2175327;2175449;2175662;2176199;2176377;2176469;2176720;2176817;2177197;2177448;2177880	+;+;+;+;+;+;+;+;+;+;+;+;+	2664	725	999	951
gene_867	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2177985;2178353;2178708;2178961;2179251;2179464;2179772;2180183;2183876;2184035;2184304;2184744;2184944;2185717	2178304;2178661;2178916;2179205;2179420;2179725;2180138;2183828;2183991;2184257;2184700;2184898;2185575;2185918	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7253	2406	2288	2442
gene_868	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2186112;2186294;2186580;2187100;2187315	2186249;2186533;2187038;2187207;2187587	+;+;+;+;+	1218	444	511	436
gene_869	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2188345;2189125;2189351;2189474;2189633	2189080;2189299;2189423;2189588;2190139	+;+;+;+;+	1606	15	26	18
gene_870	scaffold_1;scaffold_1;scaffold_1	2191714;2192102;2192256	2192036;2192204;2192677	+;+;+	848	6	0	0
gene_871	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2193616;2193906;2194168;2194353;2194665;2194852;2195011;2195165	2193840;2194124;2194310;2194612;2194797;2194960;2195112;2195331	-;-;-;-;-;-;-;-	1358	1137	1317	1202
gene_872	scaffold_1;scaffold_1;scaffold_1;scaffold_1	2195505;2195718;2196784;2196891	2195675;2196743;2196841;2197056	+;+;+;+	1421	180	167	204
gene_873	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2197016;2198416;2198646;2199430;2199648;2199868	2198373;2198606;2199385;2199602;2199821;2200302	+;+;+;+;+;+	3071	1098	1045	1068
gene_874	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2200495;2200725;2200874;2201014;2202634;2204498;2205465	2200676;2200826;2200964;2202589;2204451;2205425;2206716	-;-;-;-;-;-;-	5949	3866	2997	3520
gene_875	scaffold_1;scaffold_1	2208582;2209911	2209850;2210033	-;-	1392	474	266	475
gene_876	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2210612;2211145;2211443;2211563;2211656;2211717;2211772;2211978;2212091;2212326;2212543;2213636;2213700	2211088;2211391;2211527;2211607;2211680;2211729;2211933;2212043;2212279;2212498;2213599;2213659;2214074	-;-;-;-;-;-;-;-;-;-;-;-;-	2938	2908	3647	3324
gene_877	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2215677;2215934;2216139;2216545;2216984;2217172;2217366;2217560;2217677;2218019;2218168;2218273;2218729	2215872;2216102;2216499;2216942;2217117;2217319;2217515;2217631;2217974;2218121;2218225;2218678;2218884	+;+;+;+;+;+;+;+;+;+;+;+;+	2649	2058	2355	2151
gene_878	scaffold_1;scaffold_1;scaffold_1	2219528;2220011;2220320	2219925;2220260;2222059	+;+;+	2388	11704	11799	12836
gene_879	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2222228;2223363;2223626;2223708;2223892;2224023	2223305;2223577;2223669;2223841;2223953;2224045	+;+;+;+;+;+	1556	3439	3959	3865
gene_880	scaffold_1;scaffold_1;scaffold_1;scaffold_1	2224580;2225312;2225864;2226460	2225264;2225818;2226381;2226649	-;-;-;-	1900	14	4	1
gene_882	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2227707;2227917;2231807;2232164;2232886;2233843	2227874;2231762;2232118;2232840;2233804;2233954	-;-;-;-;-;-	6034	5622	5560	5439
gene_883	scaffold_1;scaffold_1	2234037;2234509	2234455;2234704	+;+	615	1191	1518	1281
gene_884	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2234705;2235381;2235689;2235772;2235922;2235986;2236083;2236213;2236396;2236502;2236686;2236963;2237220;2237391;2237786	2235338;2235648;2235722;2235874;2235935;2236037;2236166;2236349;2236455;2236643;2236924;2237172;2237352;2237729;2238156	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2820	2035	2235	2061
gene_885	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2238258;2238624;2238789;2239445;2239614	2238576;2238746;2239391;2239559;2240179	-;-;-;-;-	1726	678	740	710
gene_886	scaffold_1;scaffold_1;scaffold_1	2240341;2240610;2240792	2240523;2240700;2241401	+;+;+	884	1513	1963	1734
gene_888	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2242409;2242533;2242627;2242774;2242924;2243012;2243155;2243248	2242491;2242590;2242711;2242881;2242963;2243107;2243206;2243349	-;-;-;-;-;-;-;-	624	1163	1440	1302
gene_889	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2243662;2244018;2244585;2244778;2244914	2243962;2244534;2244733;2244869;2245480	-;-;-;-;-	1626	2616	3103	2737
gene_890	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2245654;2245753;2245803;2246040;2246293;2246911;2247079	2245708;2245766;2245991;2246248;2246875;2247036;2247556	+;+;+;+;+;+;+	1654	4744	5465	4898
gene_891	scaffold_1;scaffold_1;scaffold_1;scaffold_1	2247557;2247852;2248180;2248332	2247803;2248133;2248285;2248597	-;-;-;-	901	1428	1852	1523
gene_892	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2248732;2249452;2249569;2249876;2250356;2250655;2251160;2252547;2252896;2253098;2253253;2253358	2249159;2249522;2249833;2250307;2250607;2251116;2252503;2252852;2253054;2253211;2253305;2254106	+;+;+;+;+;+;+;+;+;+;+;+	4635	5443	5858	5725
gene_893	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2254092;2254989;2255145;2255654;2256017;2258808;2259738	2254935;2255095;2255612;2255968;2258758;2259493;2260124	-;-;-;-;-;-;-	5549	2448	2220	2196
gene_894	scaffold_1;scaffold_1;scaffold_1	2260448;2261161;2262928	2261086;2262879;2263739	+;+;+	3170	1202	1138	1103
gene_895	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2263772;2264425;2264562;2264800;2265042;2265180;2265259	2264369;2264514;2264712;2264986;2265128;2265211;2265394	-;-;-;-;-;-;-	1281	2933	3166	2627
gene_896	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2265966;2266211;2266300;2266445;2266521	2266108;2266256;2266374;2266473;2266869	-;-;-;-;-	642	1028	1351	1157
gene_897	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2267074;2267240;2267338;2267535;2267662;2267797;2267905	2267195;2267288;2267454;2267606;2267749;2267854;2268120	+;+;+;+;+;+;+	722	182	197	319
gene_898	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2268117;2268390;2268475;2268653;2268858;2268911;2269230;2269468	2268347;2268428;2268605;2268808;2268869;2269181;2269379;2269887	+;+;+;+;+;+;+;+	1410	227	285	230
gene_899	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2270330;2270588;2270771;2270926;2271076;2271173;2271250	2270530;2270710;2270815;2271024;2271123;2271202;2271412	-;-;-;-;-;-;-	709	591	590	630
gene_900	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2271556;2271759;2272246;2272482;2273015;2273168;2273573	2271710;2272197;2272435;2272971;2273122;2273525;2273641	+;+;+;+;+;+;+	1809	2746	3576	3047
gene_901	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2273881;2273961;2274048;2274198;2274346;2274444	2273913;2273996;2274111;2274287;2274373;2274711	-;-;-;-;-;-	519	4440	4612	4468
gene_902	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2274987;2275329;2275668;2276016;2276440;2276810;2277183;2277465	2275263;2275596;2275926;2276394;2276760;2277141;2277413;2277789	+;+;+;+;+;+;+;+	2392	4553	5015	4604
gene_903	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2277790;2278013;2278121;2278450;2278586;2278677;2278744;2278811;2278866;2278975;2279058;2279148;2279303	2277966;2278050;2278339;2278531;2278611;2278692;2278766;2278821;2278921;2279010;2279104;2279186;2279430	-;-;-;-;-;-;-;-;-;-;-;-;-	898	680	788	820
gene_904	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2279581;2279780;2279982;2280873;2281770;2281965;2282148	2279727;2279930;2280826;2281725;2281919;2282101;2282776	+;+;+;+;+;+;+	2912	496	514	496
gene_905	scaffold_1;scaffold_1;scaffold_1	2282830;2283720;2284574	2283660;2284409;2284893	+;+;+	1841	598	640	617
gene_906	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2284894;2285231;2285527;2285920;2286063;2286281;2286432;2286510;2287648;2287792;2287868;2287939	2285162;2285450;2285828;2286017;2286214;2286383;2286447;2287523;2287733;2287807;2287879;2288203	-;-;-;-;-;-;-;-;-;-;-;-	2553	873	838	855
gene_907	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2288427;2288567;2289746;2290266;2290416;2291052;2291187	2288515;2289699;2290220;2290365;2291003;2291138;2291555	-;-;-;-;-;-;-	2841	616	545	710
gene_908	scaffold_1;scaffold_1;scaffold_1	2292322;2292611;2293272	2292479;2293194;2293521	+;+;+	992	541	757	753
gene_909	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2293977;2294156;2294274;2294437;2294538;2294743;2295057;2295116;2295375	2294114;2294207;2294393;2294492;2294685;2295012;2295066;2295249;2295852	-;-;-;-;-;-;-;-;-	1406	633	728	649
gene_910	scaffold_1;scaffold_1;scaffold_1	2295854;2296278;2297669	2296224;2297622;2298950	-;-;-	2998	7132	7381	7176
gene_911	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2299650;2299967;2300045;2300315;2300427;2300562;2300729;2300943;2301323	2299916;2299996;2300272;2300385;2300517;2300672;2300857;2301229;2301505	-;-;-;-;-;-;-;-;-	1397	511	615	480
gene_912	scaffold_1;scaffold_1	2301506;2302032	2301918;2302759	+;+	1141	572	624	568
gene_913	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2302933;2303071;2304095;2305192;2305389;2305674;2308856	2303028;2304051;2305153;2305342;2305628;2308681;2309071	-;-;-;-;-;-;-	5751	730	642	696
gene_914	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2310038;2310540;2310828;2311652;2312541;2313193	2310484;2310781;2311602;2312495;2313153;2313549	-;-;-;-;-;-	3278	13510	16023	13163
gene_915	scaffold_1;scaffold_1;scaffold_1;scaffold_1	2313584;2314035;2314179;2314366	2313992;2314140;2314311;2314810	+;+;+;+	1093	782	1002	834
gene_917	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2317304;2317389;2317495;2317732;2317801;2317969	2317345;2317451;2317686;2317740;2317922;2318134	-;-;-;-;-;-	594	491	515	474
gene_918	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2318202;2318535;2318658;2319168;2319340;2319523;2319707;2319867;2320147;2320308;2320384;2320510;2320677;2320852;2320970;2321056	2318488;2318607;2319121;2319292;2319479;2319657;2319821;2320099;2320262;2320336;2320462;2320635;2320796;2320916;2321010;2321266	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2359	1232	1442	1348
gene_919	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2321347;2321528;2321614;2321680;2321878;2322097	2321477;2321533;2321627;2321753;2321956;2322264	+;+;+;+;+;+	472	1891	2559	2292
gene_920	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2322344;2322582;2322865;2322988;2323126	2322533;2322815;2322947;2323059;2323563	-;-;-;-;-	1017	6536	7863	7387
gene_921	scaffold_1;scaffold_1	2323662;2324261	2324216;2324644	+;+	939	1033	1154	1065
gene_922	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2324645;2324798;2324981;2325325;2325574	2324755;2324922;2325153;2325402;2325636	-;-;-;-;-	550	10399	12501	11137
gene_923	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2325789;2325970;2326043;2326232;2326636	2325909;2325998;2326144;2326602;2327017	+;+;+;+;+	1005	717	699	673
gene_924	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2327109;2327413;2327492;2327962;2328066;2328391;2328829	2327367;2327447;2327916;2328021;2328332;2328783;2329624	+;+;+;+;+;+;+	2235	2347	2694	2621
gene_925	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2329625;2330199;2330373;2330608;2330817;2331078;2331290	2330154;2330323;2330557;2330765;2331025;2331250;2331750	-;-;-;-;-;-;-	1841	10	4	4
gene_926	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2332538;2333249;2333409;2334154;2334582;2334725;2334961;2335085;2335353;2335597;2335787	2333114;2333362;2334110;2334535;2334680;2334918;2335041;2335316;2335554;2335729;2336145	+;+;+;+;+;+;+;+;+;+;+	3075	1529	1514	1784
gene_927	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2336225;2336507;2336738;2337192;2337843;2339769;2340070	2336451;2336673;2337138;2337796;2339726;2340022;2341536	-;-;-;-;-;-;-	5005	7719	8063	7402
gene_928	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2341618;2343033;2343505;2343925;2344214	2342988;2343458;2343879;2344165;2344339	-;-;-;-;-	2539	550	754	588
gene_929	scaffold_1;scaffold_1;scaffold_1;scaffold_1	2344587;2345086;2345415;2345681	2344699;2345228;2345625;2345929	+;+;+;+	716	10356	12589	11878
gene_930	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2346204;2346549;2346677;2346805;2347190;2347346;2347547;2348544	2346513;2346611;2346758;2347153;2347295;2347499;2348506;2348892	+;+;+;+;+;+;+;+	2373	2644	3104	2775
gene_931	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2349288;2349588;2349657;2349787;2349980;2350195;2350339;2350433;2350511;2350642;2350783	2349543;2349605;2349739;2349922;2350127;2350294;2350392;2350450;2350594;2350742;2350903	-;-;-;-;-;-;-;-;-;-;-	1119	840	971	964
gene_932	scaffold_1;scaffold_1;scaffold_1	2351042;2351343;2351477	2351288;2351423;2351793	-;-;-	645	1078	1202	1138
gene_933	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2351967;2352329;2352403;2352647;2353314;2353434	2352283;2352353;2352600;2353275;2353393;2353678	+;+;+;+;+;+	1494	2729	3297	2768
gene_934	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2353736;2353981;2354166;2354266;2354947;2355205;2355825	2353915;2354116;2354199;2354894;2355154;2355779;2356157	+;+;+;+;+;+;+	2095	9753	9373	9437
gene_935	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2356124;2356315;2356481;2356750;2356919	2356264;2356425;2356696;2356872;2358316	-;-;-;-;-	1989	4373	5500	5125
gene_936	scaffold_1;scaffold_1;scaffold_1	2358674;2358778;2359523	2358732;2359329;2359649	-;-;-	738	0	0	0
gene_937	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2360431;2360499;2360599;2360828;2361198;2361328	2360452;2360553;2360781;2361166;2361284;2361460	-;-;-;-;-;-	819	0	0	0
gene_938	scaffold_1;scaffold_1;scaffold_1;scaffold_1	2362854;2362983;2363188;2363772	2362886;2363137;2363583;2363916	-;-;-;-	729	3	2	0
gene_940	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2365632;2366125;2366371;2366460;2366655;2366881;2367012;2367102;2367193;2367377	2366074;2366325;2366415;2366610;2366834;2366964;2367052;2367146;2367321;2367697	-;-;-;-;-;-;-;-;-;-	1640	146	151	189
gene_941	scaffold_1;scaffold_1	2370515;2371233	2371176;2372127	+;+	1557	6626	7478	6855
gene_942	scaffold_1;scaffold_1;scaffold_1;scaffold_1	2372477;2373255;2373400;2373715	2373192;2373340;2373624;2373970	+;+;+;+	1283	933	1056	1049
gene_943	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2373971;2374265;2374541;2374675;2374807;2374920	2374217;2374479;2374627;2374745;2374875;2375388	-;-;-;-;-;-	1158	1639	1978	1807
gene_945	scaffold_1;scaffold_1;scaffold_1	2377432;2377668;2377931	2377558;2377888;2378199	+;+;+	617	1193	1388	1378
gene_946	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2378444;2378582;2378665;2379015;2379514	2378532;2378615;2378964;2379451;2381012	+;+;+;+;+	2359	2358	2656	2630
gene_947	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2381288;2381794;2382006;2382136;2382195	2381725;2381928;2382073;2382141;2382382	-;-;-;-;-	835	9761	11272	10566
gene_948	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2383043;2383824;2384070;2385295;2385490	2383780;2384016;2385237;2385388;2385730	-;-;-;-;-	2434	42557	51410	44996
gene_949	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2386033;2386692;2386858;2387008;2387119;2387294;2387500	2386644;2386811;2386953;2387066;2387242;2387451;2388005	-;-;-;-;-;-;-	1675	461	676	525
gene_950	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	2388006;2388449;2388588;2388720;2388849;2388971;2389183;2389255;2389320;2389379;2389506;2389663	2388402;2388541;2388671;2388812;2388926;2389131;2389210;2389273;2389332;2389444;2389610;2389791	-;-;-;-;-;-;-;-;-;-;-;-	1266	234	314	265
